Student_ID,First_Name,Last_Name,College_Email,Branch_ID,CGPA,Active_Backlogs,Graduation_Year,Resume_Score,Profile_Created_Date,Is_Active
STU0567,Ojasvi,Chandran,stu0567@nhce.edu,B004,7.34,0,2027,,2026-08-01,True
STU0568,Dhriti,Sane,stu0568@nhce.edu,B005,9.44,0,2027,,2026-08-01,True
STU0569,Dhriti,Kumer,stu0569@nhce.edu,B007,7.58,0,2027,,2026-08-01,True
STU0570,Kavya,Dua,stu0570@nhce.edu,B008,8.5,0,2027,,2026-08-01,True
STU0571,Urvi,Bhavsar,stu0571@nhce.edu,B006,8.95,0,2027,,2026-08-01,True
STU0572,Gavin,Chada,stu0572@nhce.edu,B001,7.66,0,2027,,2026-08-01,True
STU0573,Girik,Sankaran,stu0573@nhce.edu,B003,7.46,0,2027,,2026-08-01,True
STU0574,Gopal,Pradhan,stu0574@nhce.edu,B006,9.07,0,2027,,2026-08-01,True
STU0575,Kalpit,Bhasin,stu0575@nhce.edu,B002,6.34,0,2027,,2026-08-01,True
STU0576,Forum,Das,stu0576@nhce.edu,B001,6.62,0,2027,,2026-08-01,True
STU0577,Nirja,Pandya,stu0577@nhce.edu,B007,8.66,0,2027,,2026-08-01,True
STU0578,Pallavi,Behl,stu0578@nhce.edu,B007,8.61,0,2027,,2026-08-01,True
STU0579,Bhavna,Muni,stu0579@nhce.edu,B002,7.75,0,2027,,2026-08-01,True
STU0580,Indira,Chawla,stu0580@nhce.edu,B007,8.98,0,2027,,2026-08-01,True
STU0581,Yashica,Kala,stu0581@nhce.edu,B006,7.7,0,2027,,2026-08-01,True
STU0582,Mohammed,Subramaniam,stu0582@nhce.edu,B001,8.68,0,2027,,2026-08-01,True
STU0583,Udarsh,Chokshi,stu0583@nhce.edu,B001,8.64,0,2027,,2026-08-01,True
STU0584,Inaya,Pillai,stu0584@nhce.edu,B007,7.56,0,2027,,2026-08-01,True
STU0585,Ishwar,Mallick,stu0585@nhce.edu,B006,6.03,0,2027,,2026-08-01,True
STU0586,Upkaar,Sanghvi,stu0586@nhce.edu,B007,6.83,0,2027,,2026-08-01,True
STU0587,Atharv,Loke,stu0587@nhce.edu,B008,7.01,0,2027,,2026-08-01,True
STU0588,Ayush,Gole,stu0588@nhce.edu,B001,6.03,0,2027,,2026-08-01,True
STU0589,Anjali,More,stu0589@nhce.edu,B008,6.69,0,2027,,2026-08-01,True
STU0590,Harinakshi,Panchal,stu0590@nhce.edu,B002,8.78,0,2027,,2026-08-01,True
STU0591,Abeer,Golla,stu0591@nhce.edu,B002,9.29,1,2027,,2026-08-01,True
STU0592,Luke,Rattan,stu0592@nhce.edu,B008,6.28,1,2027,,2026-08-01,True
STU0593,Ekaraj,Dhar,stu0593@nhce.edu,B007,6.17,0,2027,,2026-08-01,True
STU0594,Azaan,Chand,stu0594@nhce.edu,B006,9.64,1,2027,,2026-08-01,True
STU0595,Tanveer,Puri,stu0595@nhce.edu,B007,8.27,0,2027,,2026-08-01,True
STU0596,Oni,Setty,stu0596@nhce.edu,B004,8.8,0,2027,,2026-08-01,True
STU0597,Harita,Dugar,stu0597@nhce.edu,B007,6.45,0,2027,,2026-08-01,True
STU0598,Kala,Muni,stu0598@nhce.edu,B001,7.28,1,2027,,2026-08-01,True
STU0599,Ekta,Chad,stu0599@nhce.edu,B003,8.44,1,2027,,2026-08-01,True
STU0600,Charles,Dugal,stu0600@nhce.edu,B004,9.63,0,2027,,2026-08-01,True
